bsbl_id,bs_theme,bs_subtheme,bs_year,bs_name,bs_minifigures,bs_pieces,bs_rrp,bs_owned,bs_owned_new,bs_owned_used,bs_wanted,bs_value_new,bs_value_used,bl_sold_qty_new,bl_sold_avgprice_new,bl_sold_qty_used,bl_sold_avgprice_used,bl_offer_qty_new,bl_offer_avgprice_new,bl_offer_qty_used,bl_offer_avgprice_used
PS2586-1,Gear,Video Games/PS2,2006,BIONICLE Heroes,,,29.99,0,0,0,0,,,,,,,,,,
PS2935-1,Gear,Video Games/PS2,2006,LEGO Star Wars II: The Original Trilogy,,,39.99,0,0,0,0,,,,,,,,,,
PSP939-1,Gear,Video Games/PSP,2006,LEGO Star Wars II: The Original Trilogy,,,19.99,0,0,0,0,,,,,,,,,,
TS39-1,Gear,Clothing,2006,Batman T-Shirt,,,,0,0,0,0,,,,,,,,,,
TS40-1,Gear,Clothing,2006,Bionicle Toa Nuparu Long Sleeve T-Shirt,,,19.99,0,0,0,0,,,,,,,,,,
W003-1,Gear,Watches/Clocks,2006,Brick Print Fabric Watch,,,,0,0,0,0,,,,,,,,,,
W010-1,Gear,Watches/Clocks,2006,Constellation Watch,,,,0,0,0,0,,,,,,,,,,
W027-1,Gear,Watches/Clocks,2006,Classic Elastic Watch,,,19.99,0,0,0,0,,,,,,,,,,
W097-1,Gear,Watches/Clocks,2006,Classic Watch Grey,,,19.99,0,0,0,0,,,,,,,,,,
W098-1,Gear,Watches/Clocks,2006,Classic Watch Blue,,,,0,0,0,0,,,,,,,,,,
W099-1,Gear,Watches/Clocks,2006,Click & Build Watch,,,12.99,0,0,0,0,,,,,,,,,,
W294-1,Gear,Watches/Clocks,2006,Brick Outline Fabric Watch,,,19.99,0,0,0,0,,,,,,,,,,
W324-1,Gear,Watches/Clocks,2006,Blueprint Fabric Watch,,,,0,0,0,0,,,,,,,,,,
W341-1,Gear,Watches/Clocks,2006,Classic Creator Watch,,,19.99,0,0,0,0,,,,,,,,,,
XB376-1,Gear,Video Games/Xbox 360,2006,LEGO Star Wars II: The Original Trilogy Video Game,,,19.99,0,0,0,0,,,,,,,,,,
XB386-1,Gear,Video Games/Xbox 360,2006,BIONICLE Heroes,,,,0,0,0,0,,,,,,,,,,
XB975-1,Gear,Video Games/Xbox,2006,LEGO Star Wars II: The Original Trilogy,,,19.99,0,0,0,0,,,,,,,,,,
3061-1,Friends,Heartlake City,2012,City Park Cafe,2.0,222.0,34.99,0,0,0,0,25.72,15.94,3.0,29.11,5.0,16.65,29.0,48.14,99.0,21.59
3063-1,Friends,General,2012,Heartlake Flying Club,1.0,195.0,19.99,0,0,0,0,19.99,6.72,8.0,18.43,,,45.0,26.28,61.0,15.56
3065-1,Friends,Tree Houses,2012,Olivia's Tree House,1.0,191.0,19.99,0,0,0,0,38.0,13.2,3.0,37.91,4.0,12.1,26.0,41.93,82.0,14.33
3183-1,Friends,Traffic,2012,Stephanie's Cool Convertible,1.0,130.0,14.99,0,0,0,0,20.94,5.64,4.0,20.94,3.0,5.03,76.0,28.75,94.0,9.42
3184-1,Friends,Great Outdoors,2012,Adventure Camper,2.0,309.0,34.99,0,0,0,0,36.88,17.86,,,3.0,17.45,20.0,54.05,82.0,23.43
3185-1,Friends,Horseback Riding,2012,Summer Riding Camp,4.0,1112.0,99.99,0,0,0,0,244.17,44.27,3.0,202.78,2.0,51.03,9.0,195.1,45.0,87.52
3186-1,Friends,Horseback Riding,2012,Emma's Horse Trailer,1.0,218.0,24.99,0,0,0,0,65.0,9.94,1.0,64.0,4.0,12.44,11.0,74.55,80.0,18.24
3187-1,Friends,Heartlake City,2012,Butterfly Beauty Shop,2.0,221.0,24.99,0,0,0,0,62.0,12.74,3.0,61.16,,,17.0,58.58,58.0,20.34
3188-1,Friends,Heartlake City,2012,Heartlake Vet,2.0,343.0,44.99,0,0,0,0,78.33,20.7,2.0,88.97,2.0,19.91,14.0,107.3,68.0,35.72
3189-1,Friends,Horseback Riding,2012,Heartlake Stables,2.0,401.0,49.99,0,0,0,0,109.63,31.5,2.0,109.63,2.0,27.0,10.0,145.1,49.0,43.85
3315-1,Friends,Houses,2012,Olivia's House,3.0,695.0,74.99,0,0,0,0,147.24,30.0,3.0,147.24,5.0,29.48,30.0,160.24,81.0,52.18
3316-1,Friends,Seasonal,2012,LEGO Friends Advent Calendar,2.0,212.0,34.99,0,0,0,0,26.43,18.76,1.0,26.43,,,28.0,36.32,8.0,18.87
3817-1,SpongeBob SquarePants,,2012,The Flying Dutchman,3.0,241.0,24.99,0,0,0,0,113.1,67.0,19.0,108.16,4.0,67.25,34.0,117.66,20.0,61.36
3818-1,SpongeBob SquarePants,,2012,Bikini Bottom Undersea Party,4.0,471.0,49.99,0,0,0,0,251.13,113.29,3.0,219.55,8.0,91.18,4.0,299.5,18.0,113.95
3863-1,Games,,2012,Kokoriko,,115.0,9.9875,0,0,0,0,22.96,8.46,2.0,22.37,4.0,10.84,1.0,43.3,5.0,12.8
3864-1,Games,Minotaurus,2012,Mini-Taurus,4.0,165.0,12.4875,0,0,0,0,24.22,12.99,2.0,23.44,1.0,8.2,6.0,29.01,4.0,16.72
3865-1,Games,,2012,City Alarm,6.0,247.0,19.99,0,0,0,0,37.04,19.66,,,7.0,19.5,5.0,59.68,16.0,20.83
3866-1,Games,Licensed,2012,Star Wars: The Battle of Hoth,32.0,305.0,31.237499999999997,0,0,0,0,93.77,34.18,10.0,92.72,12.0,34.26,24.0,100.49,18.0,44.78
3867-1,Games,,2012,Maya Mystica,,,,0,0,0,0,,,,,,,,,,
3868-1,Games,Licensed,2012,Phineas and Ferb,,281.0,,0,0,0,0,,,,,,,,,,
3874-1,Games,Heroica,2012,Ilrion,8.0,240.0,19.99,0,0,0,0,58.92,49.89,6.0,77.15,10.0,50.54,2.0,97.59,2.0,69.13
3920-1,Games,Licensed,2012,The Hobbit: An Unexpected Journey,4.0,394.0,34.99,0,0,0,0,41.13,28.07,6.0,36.41,5.0,25.53,19.0,53.51,21.0,30.74
3930-1,Friends,Baking,2012,Stephanie's Outdoor Bakery,1.0,45.0,6.99,0,0,0,0,8.0,2.96,1.0,8.0,9.0,2.96,56.0,10.34,110.0,3.82
3931-1,Friends,Summer,2012,Emma's Splash Pool,1.0,43.0,5.99,0,0,0,0,10.63,3.24,2.0,10.81,5.0,2.65,12.0,10.11,61.0,3.85
3932-1,Friends,Music,2012,Andrea's Stage,1.0,87.0,9.99,0,0,0,0,15.0,5.0,2.0,15.0,1.0,5.0,9.0,14.58,60.0,7.06
3933-1,Friends,Science,2012,Olivia's Invention Workshop,1.0,81.0,9.99,0,0,0,0,13.02,5.0,,,3.0,5.57,27.0,18.83,55.0,9.37
3934-1,Friends,Pets,2012,Mia's Puppy House,1.0,64.0,9.99,0,0,0,0,19.21,3.45,,,1.0,3.45,12.0,18.78,80.0,7.13
3935-1,Friends,Pets,2012,Stephanie's Pet Patrol,1.0,73.0,9.99,0,0,0,0,13.5,3.52,,,4.0,5.58,24.0,18.38,74.0,5.73
3936-1,Friends,Art,2012,Emma's Fashion Design Studio,1.0,79.0,9.99,0,0,0,0,17.0,4.76,3.0,17.04,1.0,4.89,16.0,17.5,53.0,8.73
3937-1,Friends,Beach,2012,Olivia's Speedboat,1.0,65.0,9.99,0,0,0,0,9.0,5.41,1.0,9.0,2.0,4.45,8.0,17.49,69.0,6.08
3938-1,Friends,Pets,2012,Andrea's Bunny House,1.0,62.0,9.99,0,0,0,0,10.27,3.44,1.0,10.0,1.0,4.25,26.0,18.28,57.0,6.03
3939-1,Friends,Bedrooms,2012,Mia's Bedroom,1.0,85.0,9.99,0,0,0,0,25.0,4.54,,,4.0,4.04,35.0,19.17,67.0,7.02
3942-1,Friends,Pets,2012,Heartlake Dog Show,1.0,183.0,19.99,0,0,0,0,50.0,13.5,,,,,11.0,43.93,57.0,20.41
4200-1,City,Mining,2012,Mining 4x4,1.0,102.0,11.99,0,0,0,0,16.49,5.59,6.0,16.86,24.0,5.24,34.0,25.79,81.0,8.16
4201-1,City,Mining,2012,Loader and Tipper,2.0,139.0,17.99,0,0,0,0,35.71,12.96,13.0,33.9,23.0,12.02,23.0,42.85,65.0,13.75
4202-1,City,Mining,2012,Mining Truck,1.0,269.0,34.99,0,0,0,0,64.73,28.59,11.0,62.57,6.0,24.44,27.0,71.69,53.0,35.73
4203-1,City,Mining,2012,Excavator Transporter,2.0,305.0,39.99,0,0,0,0,81.68,30.35,2.0,85.82,20.0,28.56,16.0,92.23,51.0,35.05
4204-1,City,Mining,2012,The Mine,4.0,748.0,99.99,0,0,0,0,170.48,77.21,7.0,177.47,21.0,71.01,20.0,213.6,59.0,90.76
4205-1,City,Forest Police,2012,Off-road Command Centre,3.0,403.0,39.99,0,0,0,0,53.88,33.53,,,7.0,33.12,6.0,87.77,9.0,40.45
4206-2,City,Great Vehicles,2012,Recycling Truck,3.0,297.0,29.99,0,0,0,0,56.06,40.37,3.0,50.65,6.0,27.28,35.0,62.3,33.0,38.68
4207-1,City,Town,2012,City Garage,5.0,933.0,119.99,0,0,0,0,174.98,94.13,4.0,163.57,8.0,103.1,31.0,188.45,20.0,124.44
4208-1,City,Forest Fire,2012,Fire Truck,1.0,243.0,19.99,0,0,0,0,41.62,13.29,3.0,44.87,11.0,11.31,10.0,53.28,67.0,16.85
4209-1,City,Forest Fire,2012,Fire Plane,3.0,522.0,59.99,0,0,0,0,61.75,34.01,7.0,61.83,7.0,26.36,22.0,82.3,52.0,36.23
4427-1,City,Forest Fire,2012,Fire ATV,1.0,50.0,5.99,0,0,0,0,9.25,2.99,4.0,9.52,7.0,3.04,54.0,8.39,79.0,4.35
4428-1,City,Seasonal,2012,LEGO City Advent Calendar,7.0,248.0,39.99,0,0,0,0,32.47,16.62,2.0,36.21,4.0,16.62,42.0,34.42,15.0,16.64
4429-1,City,Medical,2012,Helicopter Rescue,4.0,425.0,59.99,0,0,0,0,91.9,65.59,4.0,93.92,3.0,43.33,32.0,101.91,36.0,60.56
4430-1,City,Forest Fire,2012,Fire Transporter,3.0,522.0,49.99,0,0,0,0,132.2,40.41,,,8.0,46.09,10.0,186.03,29.0,63.07
4431-1,City,Great Vehicles,2012,Ambulance,3.0,199.0,19.99,0,0,0,0,103.29,28.15,11.0,90.27,17.0,29.77,7.0,88.34,34.0,30.26
4432-1,City,Great Vehicles,2012,Garbage Truck,2.0,208.0,19.99,0,0,0,0,80.1,21.76,3.0,61.84,22.0,20.55,33.0,96.43,77.0,23.94
4433-1,City,Great Vehicles,2012,Dirt Bike Transporter,2.0,201.0,19.99,0,0,0,0,44.94,14.24,12.0,50.12,15.0,11.83,18.0,64.11,93.0,18.7
4434-1,City,Great Vehicles,2012,Dump Truck,2.0,222.0,19.99,0,0,0,0,51.9,33.08,3.0,53.4,16.0,28.92,25.0,65.94,27.0,35.85
4435-1,City,Great Vehicles,2012,Car and Caravan,2.0,218.0,19.99,0,0,0,0,40.62,16.4,8.0,44.8,9.0,14.64,25.0,69.29,69.0,19.94
4436-1,City,Forest Police,2012,Patrol Car,2.0,97.0,11.99,0,0,0,0,17.63,4.77,20.0,18.3,28.0,4.55,22.0,21.98,116.0,7.12
4437-1,City,Forest Police,2012,Police Pursuit,2.0,129.0,17.99,0,0,0,0,19.26,6.34,5.0,19.39,20.0,6.13,51.0,24.89,112.0,9.68
4438-1,City,Forest Police,2012,Robber's Hideout,4.0,317.0,39.99,0,0,0,0,90.5,53.86,5.0,94.33,4.0,43.46,13.0,95.29,10.0,63.03
4439-1,City,Forest Police,2012,Heavy-Lift Helicopter,3.0,393.0,49.99,0,0,0,0,90.0,27.77,2.0,116.01,15.0,25.75,20.0,118.71,67.0,35.58
4440-1,City,Forest Police,2012,Forest Police Station,5.0,633.0,79.99,0,0,0,0,116.7,47.99,8.0,114.3,19.0,40.61,26.0,158.88,59.0,55.75
4441-1,City,Forest Police,2012,Police Dog Van,2.0,313.0,34.99,0,0,0,0,49.03,17.89,2.0,43.43,10.0,16.13,22.0,59.93,55.0,23.77
4442-1,City,Traffic,2012,Glider,2.0,101.0,18.75,0,0,0,0,29.9,15.06,2.0,50.99,,,28.0,43.47,3.0,20.7
4473-1,City,Police,2012,Police Helicopter,2.0,112.0,17.99,0,0,0,0,37.35,9.35,1.0,37.35,1.0,9.35,24.0,33.77,4.0,17.23
4526-1,DC Comics Super Heroes,Buildable Figures,2012,Batman,,40.0,14.99,0,0,0,0,42.87,10.34,2.0,31.93,9.0,11.27,7.0,37.02,64.0,14.17
4527-1,DC Comics Super Heroes,Buildable Figures,2012,The Joker,,57.0,14.99,0,0,0,0,33.02,10.76,6.0,31.11,10.0,10.86,33.0,33.63,40.0,11.86
4528-1,DC Comics Super Heroes,Buildable Figures,2012,Green Lantern,,38.0,14.99,0,0,0,0,35.0,18.26,3.0,28.09,4.0,12.32,18.0,33.84,34.0,14.55
4529-1,Marvel Super Heroes,Buildable Figures,2012,Iron Man,,44.0,14.99,0,0,0,0,57.07,13.74,,,3.0,11.49,22.0,58.01,45.0,22.6
4530-1,Marvel Super Heroes,Buildable Figures,2012,The Hulk,,39.0,14.99,0,0,0,0,45.0,8.46,3.0,23.32,5.0,8.46,5.0,40.68,55.0,12.17
4597-1,Marvel Super Heroes,Buildable Figures,2012,Captain America,,44.0,14.99,0,0,0,0,18.99,22.24,2.0,14.49,6.0,16.58,14.0,49.68,50.0,20.95
4623-1,Duplo,,2012,Pink Brick Box,,30.0,14.99,0,0,0,0,49.62,6.99,,,1.0,6.99,,,10.0,14.37
4624-1,Duplo,,2012,Brick Box Green,,31.0,14.99,0,0,0,0,19.26,10.0,,,,,2.0,66.74,10.0,16.45
4625-1,Bricks and More,,2012,Pink Brick Box,1.0,224.0,14.99,0,0,0,0,24.6,7.0,,,,,3.0,35.25,21.0,18.12
4626-1,Bricks and More,,2012,Farm Brick Box,1.0,232.0,14.99,0,0,0,0,37.81,19.83,,,,,3.0,27.93,15.0,15.7
4627-1,Duplo,,2012,Fun With Bricks,,85.0,29.99,0,0,0,0,26.5,,,,,,,,8.0,25.07
4628-1,Bricks and More,,2012,Fun With Bricks,,600.0,29.99,0,0,0,0,58.49,9.0,,,,,22.0,35.36,5.0,16.42
4629-1,Duplo,,2012,Build & Play Box,,150.0,59.99,0,0,0,0,45.0,,,,,,,,2.0,34.11
4630-1,Make and Create,,2012,Build & Play Box,,1000.0,49.987500000000004,0,0,0,0,75.69,38.01,,,,,1.0,34.7,2.0,38.27
4631-1,Duplo,,2012,My First Build,1.0,59.0,24.99,0,0,0,0,49.99,9.37,,,,,6.0,35.37,4.0,17.27
4632-1,Duplo,Accessories,2012,Building Plates,,3.0,9.99,0,0,0,0,16.37,,,,,,11.0,15.93,2.0,16.78
4635-1,Bricks and More,,2012,Fun With Vehicles,2.0,525.0,29.99,0,0,0,0,22.39,18.04,3.0,33.75,,,11.0,36.08,11.0,25.11
4636-1,Bricks and More,,2012,Police Building Set,2.0,130.0,9.99,0,0,0,0,13.42,6.19,,,3.0,5.58,7.0,16.17,25.0,7.23
4637-1,Bricks and More,,2012,Safari Building Set,2.0,152.0,9.99,0,0,0,0,14.99,6.34,,,1.0,6.34,10.0,14.73,19.0,7.89
5882-1,Dino,,2012,Ambush Attack,1.0,80.0,11.99,0,0,0,0,24.0,10.26,4.0,22.55,8.0,10.16,9.0,31.28,76.0,13.63
5883-1,Dino,,2012,Tower Takedown,1.0,136.0,19.99,0,0,0,0,49.42,14.7,2.0,49.7,7.0,13.69,15.0,51.77,70.0,21.28
5884-1,Dino,,2012,Raptor Chase,2.0,259.0,29.99,0,0,0,0,63.4,31.13,1.0,65.89,5.0,23.79,8.0,91.61,53.0,28.77
5885-1,Dino,,2012,Triceratops Trapper,2.0,271.0,49.99,0,0,0,0,102.79,53.06,2.0,102.79,5.0,46.94,10.0,128.24,48.0,57.33
5886-1,Dino,,2012,T-Rex Hunter,2.0,480.0,69.99,0,0,0,0,94.27,64.72,5.0,103.24,2.0,62.36,13.0,150.25,38.0,63.27
5887-1,Dino,,2012,Dino Defense HQ,4.0,793.0,99.99,0,0,0,0,285.34,137.62,3.0,351.92,5.0,141.27,9.0,390.9,32.0,146.07
5888-1,Dino,,2012,Ocean Interceptor,2.0,222.0,34.99,0,0,0,0,107.77,54.83,1.0,107.77,,,8.0,92.78,22.0,46.24
6132-1,Duplo,Cars,2012,Red,1.0,13.0,14.99,0,0,0,0,60.0,26.32,2.0,70.62,2.0,24.5,4.0,86.76,7.0,19.12
6133-1,Duplo,Cars,2012,Race Day,2.0,26.0,24.99,0,0,0,0,46.6,13.14,,,,,2.0,48.53,4.0,25.61
6134-1,Duplo,Cars,2012,Siddeley Saves The Day,3.0,34.0,34.99,0,0,0,0,57.59,24.07,,,,,1.0,130.12,7.0,60.68
6141-1,Duplo,Farm,2012,My First Farm,1.0,62.0,24.99,0,0,0,0,60.0,20.0,,,1.0,20.0,,,6.0,25.38
6143-1,Duplo,,2012,Racing Team,2.0,34.0,31.237499999999997,0,0,0,0,40.39,32.88,,,2.0,32.88,2.0,86.74,3.0,25.29
6144-1,Duplo,Zoo,2012,Zoo Train,1.0,12.0,,0,0,0,0,16.64,13.27,,,1.0,13.27,,,12.0,15.5
6146-1,Duplo,,2012,Tow Truck,1.0,17.0,,0,0,0,0,29.53,13.52,,,,,1.0,31.45,10.0,15.37
6151-1,Duplo,Disney Princess,2012,Sleeping Beauty's Room,1.0,16.0,12.99,0,0,0,0,32.91,16.42,,,1.0,16.42,17.0,36.18,8.0,13.72
6152-1,Duplo,Disney Princess,2012,Snow White's Cottage,1.0,28.0,14.99,0,0,0,0,32.3,14.61,,,,,16.0,43.78,14.0,22.42
6153-1,Duplo,Disney Princess,2012,Cinderella's Carriage,1.0,20.0,24.99,0,0,0,0,79.95,24.0,,,,,3.0,94.02,16.0,28.39
6154-1,Duplo,Disney Princess,2012,Cinderella's Castle,2.0,77.0,39.99,0,0,0,0,125.0,34.99,,,1.0,34.99,1.0,115.38,14.0,62.55
6156-1,Duplo,Zoo,2012,Photo Safari,3.0,67.0,59.99,0,0,0,0,99.19,59.85,,,,,4.0,149.9,7.0,61.5
6157-1,Duplo,Zoo,2012,The Big Zoo,4.0,147.0,89.99,0,0,0,0,133.74,118.74,1.0,122.61,,,1.0,175.0,6.0,99.74
6158-1,Duplo,Zoo,2012,Animal Clinic,2.0,62.0,39.99,0,0,0,0,47.64,43.48,,,,,4.0,58.93,7.0,37.44
6168-1,Duplo,Fire,2012,Fire Station,2.0,63.0,49.987500000000004,0,0,0,0,150.06,49.03,,,,,2.0,143.97,8.0,52.04
6169-1,Duplo,Fire,2012,Fire Chief,1.0,6.0,9.99,0,0,0,0,6.4,10.17,1.0,4.62,,,,,21.0,8.5
6171-1,Duplo,,2012,Gas Station,2.0,45.0,29.99,0,0,0,0,49.99,42.12,,,,,1.0,49.41,3.0,37.04
6172-1,Duplo,Zoo,2012,Zoo Truck,1.0,8.0,19.99,0,0,0,0,29.99,19.37,,,1.0,10.86,3.0,26.45,18.0,17.34
6173-1,Duplo,Zoo,2012,Panda,1.0,8.0,7.99,0,0,0,0,14.44,8.12,1.0,13.02,,,3.0,13.04,11.0,9.16
6200-2,HERO Factory,Breakout,2012,EVO,,36.0,8.99,0,0,0,0,26.46,10.5,1.0,26.46,25.0,9.68,4.0,48.67,40.0,14.44
6201-1,HERO Factory,Breakout,2012,TOXIC REAPA,,42.0,8.99,0,0,0,0,29.99,10.29,1.0,29.99,22.0,10.81,1.0,37.95,37.0,12.39
6202-1,HERO Factory,Breakout,2012,ROCKA,,55.0,12.99,0,0,0,0,36.99,14.84,,,29.0,14.35,1.0,42.93,43.0,15.54
6203-1,HERO Factory,Breakout,2012,BLACK PHANTOM,,124.0,19.99,0,0,0,0,97.99,33.92,2.0,97.99,21.0,32.03,5.0,118.9,37.0,35.38
6216-1,HERO Factory,Breakout,2012,JAWBLADE,,45.0,8.99,0,0,0,0,35.1,9.44,1.0,35.1,14.0,9.68,2.0,82.5,54.0,11.2
6217-1,HERO Factory,Breakout,2012,SURGE,,39.0,8.99,0,0,0,0,29.99,8.67,,,28.0,8.63,1.0,72.91,48.0,9.21
6218-1,HERO Factory,Breakout,2012,SPLITFACE,,50.0,12.99,0,0,0,0,50.4,13.96,1.0,50.4,18.0,13.51,2.0,66.34,32.0,18.35
6221-1,HERO Factory,Breakout,2012,NEX,,39.0,8.99,0,0,0,0,26.1,11.95,1.0,26.1,15.0,11.29,11.0,31.55,43.0,12.38
6222-1,HERO Factory,Breakout,2012,CORE HUNTER,,51.0,12.99,0,0,0,0,84.79,29.46,1.0,84.79,19.0,28.49,3.0,109.16,21.0,27.86
6223-1,HERO Factory,Breakout,2012,BULK,,61.0,12.99,0,0,0,0,27.37,16.99,4.0,34.16,12.0,17.08,15.0,39.81,42.0,21.89
6227-1,HERO Factory,Breakout,2012,BREEZ,,55.0,12.99,0,0,0,0,23.4,15.7,1.0,23.4,18.0,16.4,3.0,43.9,28.0,18.11
6228-1,HERO Factory,Breakout,2012,THORNRAXX,,44.0,12.99,0,0,0,0,49.5,10.55,1.0,49.5,13.0,11.56,11.0,53.1,34.0,13.95
6229-1,HERO Factory,Breakout,2012,XT4,,39.0,8.99,0,0,0,0,20.93,12.68,,,19.0,11.17,1.0,19.99,39.0,13.22
6230-1,HERO Factory,Breakout,2012,STORMER XL,,89.0,34.99,0,0,0,0,100.89,24.74,,,16.0,21.64,9.0,93.04,27.0,30.14
6231-1,HERO Factory,Breakout,2012,SPEEDA DEMON,,192.0,34.99,0,0,0,0,71.25,34.68,1.0,71.25,6.0,32.39,8.0,115.44,27.0,49.72
6282-1,HERO Factory,Breakout,2012,STRINGER,,42.0,8.99,0,0,0,0,20.41,13.02,2.0,20.41,17.0,12.16,1.0,27.97,40.0,12.19
6283-1,HERO Factory,Breakout,2012,VOLTIX,,61.0,12.99,0,0,0,0,40.56,13.18,3.0,41.41,17.0,12.07,8.0,32.84,37.0,13.25
6293-1,HERO Factory,Breakout,2012,FURNO,,56.0,12.99,0,0,0,0,58.21,12.59,,,17.0,12.35,,,33.0,15.75
6758-1,Duplo,,2012,Grow Caterpillar Grow!,,17.0,12.99,0,0,0,0,14.99,8.87,,,,,,,6.0,12.57
6759-1,Duplo,,2012,Busy Farm,,15.0,12.99,0,0,0,0,4.51,5.13,,,,,1.0,21.69,3.0,10.66
6760-1,Duplo,,2012,Let's Go! Vroom!,,12.0,12.99,0,0,0,0,18.57,11.95,2.0,18.57,,,2.0,12.41,2.0,6.9
6784-1,Duplo,,2012,Creative Sorter,,23.0,19.99,0,0,0,0,27.5,10.71,,,,,2.0,34.59,6.0,23.74
6785-1,Duplo,,2012,Creative Cakes,,55.0,24.99,0,0,0,0,33.18,31.94,,,,,7.0,32.95,14.0,22.65
6857-1,DC Comics Super Heroes,Batman,2012,The Dynamic Duo Funhouse Escape,5.0,380.0,39.99,0,0,0,0,68.05,42.2,33.0,71.77,7.0,38.53,74.0,80.91,32.0,55.19
6858-1,DC Comics Super Heroes,Batman,2012,Catwoman Catcycle City Chase,2.0,89.0,12.99,0,0,0,0,20.2,10.75,37.0,19.0,17.0,10.81,218.0,26.76,52.0,13.99
6860-1,DC Comics Super Heroes,Batman,2012,The Batcave,5.0,690.0,69.99,0,0,0,0,96.35,58.83,16.0,101.71,12.0,54.43,105.0,122.28,41.0,63.87
6862-2,DC Comics Super Heroes,Superman,2012,Superman vs. Power Armor Lex,3.0,207.0,19.99,0,0,0,0,28.69,15.91,67.0,31.03,20.0,15.36,152.0,37.82,62.0,18.66
6863-1,DC Comics Super Heroes,Batman,2012,Batwing Battle Over Gotham City,3.0,278.0,34.99,0,0,0,0,54.3,29.72,26.0,55.52,18.0,28.59,95.0,59.79,42.0,35.84
6864-1,DC Comics Super Heroes,Batman,2012,Batmobile and the Two-Face Chase,5.0,531.0,49.99,0,0,0,0,97.38,53.69,19.0,99.81,15.0,50.8,50.0,100.94,18.0,60.15
6865-1,Marvel Super Heroes,The Avengers,2012,Captain America's Avenging Cycle,3.0,72.0,12.99,0,0,0,0,21.43,13.09,14.0,21.94,6.0,12.18,101.0,33.46,58.0,13.08
6866-1,Marvel Super Heroes,X-Men,2012,Wolverine's Chopper Showdown,3.0,199.0,19.99,0,0,0,0,179.98,100.08,17.0,195.88,24.0,89.4,22.0,224.31,13.0,38.01
6867-1,Marvel Super Heroes,The Avengers,2012,Loki's Cosmic Cube Escape,3.0,181.0,19.99,0,0,0,0,45.5,31.11,6.0,40.84,15.0,24.02,43.0,73.13,48.0,27.37
6868-1,Marvel Super Heroes,The Avengers,2012,Hulk's Helicarrier Breakout,4.0,389.0,49.99,0,0,0,0,85.26,51.13,14.0,73.9,3.0,51.5,52.0,104.71,43.0,55.02
6869-1,Marvel Super Heroes,The Avengers,2012,Quinjet Aerial Battle,5.0,735.0,69.99,0,0,0,0,99.18,65.98,3.0,97.2,8.0,36.98,92.0,114.83,39.0,73.42
6873-1,Marvel Super Heroes,Ultimate Spider-Man,2012,Spider-Man's Doc Ock Ambush,3.0,295.0,29.99,0,0,0,0,67.09,29.23,9.0,71.65,7.0,31.61,33.0,63.08,24.0,36.46
6910-1,Creator,3 in 1,2012,Mini Sports Car,,70.0,5.99,0,0,0,0,9.08,1.99,6.0,6.92,7.0,2.51,20.0,10.72,68.0,3.29
6911-1,Creator,3 in 1,2012,Mini Fire Truck,,69.0,5.99,0,0,0,0,10.99,2.89,1.0,10.99,9.0,3.2,16.0,10.34,60.0,3.36
6912-1,Creator,3 in 1,2012,Super Soarer,,130.0,14.99,0,0,0,0,11.21,6.27,1.0,11.21,5.0,5.74,31.0,19.88,82.0,7.59
6913-1,Creator,3 in 1,2012,Blue Roadster,,152.0,14.99,0,0,0,0,8.51,4.98,1.0,8.51,5.0,5.36,23.0,19.21,107.0,7.14
6914-1,Creator,3 in 1,2012,Prehistoric Hunters,,191.0,17.99,0,0,0,0,29.0,8.0,,,,,11.0,36.53,46.0,11.35
7291-1,Creator,3 in 1,2012,Street Rebel,,196.0,19.99,0,0,0,0,12.25,7.36,1.0,10.0,2.0,7.13,20.0,28.16,34.0,11.7
7292-1,Creator,3 in 1,2012,Propeller Adventures,,241.0,19.99,0,0,0,0,27.87,7.45,1.0,21.55,4.0,6.1,11.0,42.25,59.0,12.45
7345-1,Creator,3 in 1,2012,Transport Chopper,,383.0,34.99,0,0,0,0,40.94,12.63,1.0,49.0,1.0,12.63,20.0,51.76,52.0,19.75
7346-1,Creator,3 in 1,2012,Seaside House,1.0,415.0,49.99,0,0,0,0,55.71,36.58,12.0,55.08,4.0,34.25,87.0,66.37,56.0,40.2
7347-1,Creator,3 in 1,2012,Highway Pickup,,805.0,79.99,0,0,0,0,85.0,52.26,2.0,90.97,,,30.0,104.61,27.0,63.48
8827-0,Collectable Minifigures,Series 6,2012,LEGO Minifigures - Series 6 {Random bag} ,,,2.99,0,0,0,0,,,,,,,,,,
8827-1,Collectable Minifigures,Series 6,2012,Classic Alien,1.0,6.0,2.99,0,0,0,0,10.43,8.57,25.0,9.13,16.0,6.61,340.0,10.04,,
8827-2,Collectable Minifigures,Series 6,2012,Highland Battler,1.0,7.0,2.99,0,0,0,0,8.15,6.12,26.0,137.42,10.0,126.9,41.0,159.67,19.0,155.17
8827-3,Collectable Minifigures,Series 6,2012,Sleepyhead,1.0,6.0,2.99,0,0,0,0,12.15,8.31,,,,,,,,
8827-4,Collectable Minifigures,Series 6,2012,Lady Liberty,1.0,8.0,2.99,0,0,0,0,15.04,11.28,,,,,,,,
8827-5,Collectable Minifigures,Series 6,2012,Bandit,1.0,8.0,2.99,0,0,0,0,8.23,5.72,,,,,,,,
8827-6,Collectable Minifigures,Series 6,2012,Flamenco Dancer,1.0,6.0,2.99,0,0,0,0,4.16,3.54,,,,,,,,
